Snap #	Nsnaps (direction corrected)	Time	Snap direction	Snap bond c.x	Snap bond c.y
1857	1751	12082.947	-1	192.3865	37.0983
1858	1752	12088.77	-1	80.14135	59.8186
1859	1753	12089.439	-1	201.6705	36.95215
1860	1754	12090.369	-1	87.95465	52.8134
1861	1755	12090.762	-1	83.36795	56.19115
1862	1756	12094.224	-1	210.2665	22.20955
1863	1757	12094.809	-1	103.745	87.64875
1864	1758	12096.99	-1	1532.275	213.1285
1865	1759	12097.404	-1	108.007	94.8744
1866	1760	12102.771	-1	93.48435	49.6486
1867	1761	12124.104	-1	194.514	53.80695
1868	1760	12132.258	1	143.111	34.9921
1869	1761	12137.382	-1	1187.85	687.757
1870	1762	12142.326	-1	221.1945	14.53177
1871	1763	12180.879	-1	229.6215	11.74638
1872	1764	12204.3	-1	394.999	268.5865
1873	1765	12206.157	-1	393.248	256.7575
1874	1766	12218.121	-1	464.0795	249.3025
1875	1767	12222.384	-1	472.298	254.2865
1876	1768	12224.205	-1	484.0685	252.336
1877	1769	12225.018	-1	455.295	296.962
1878	1770	12225.723	-1	476.5015	257.479
1879	1771	12229.644	-1	469.7265	236.211
1880	1772	12231.327	-1	462.175	303.174
1881	1773	12244.188	-1	511.039	390.152
1882	1774	12250.782	-1	461.9625	290.284
1883	1775	12288.186	-1	598.21	408.4475
1884	1776	12294.345	-1	570.4785	392.164
1885	1777	12302.361	-1	593.5605	421.445
1886	1778	12395.934	-1	1531.11	757.4305
1887	1779	12396.261	-1	1518.15	762.4455
1888	1780	12422.871	-1	197.7325	10.74251
1889	1781	12423.888	-1	216.7225	9.43914
1890	1782	12427.17	-1	241.829	9.26217
1891	1783	12427.254	-1	238.403	7.33796
1892	1784	12433.518	-1	280.2525	26.59225
1893	1785	12437.757	-1	285.9775	26.38295
1894	1786	12583.11	-1	1793.315	551.3725
1895	1787	12583.2	-1	1789.465	551.5245
1896	1788	12585.849	-1	1803.06	553.3635
1897	1789	12617.076	-1	1760.95	430.5785
1898	1788	12622.317	1	1796.225	549.1425
1899	1789	12799.683	-1	1684.005	344.193
1900	1790	12799.767	-1	1665.42	350.6035
1901	1791	12966.525	-1	477.5985	703.237
1902	1792	13145.889	-1	441.7905	311.5135
1903	1793	13147.305	-1	420.8335	303.4345
1904	1794	13149.105	-1	409.279	293.0935
1905	1795	13150.533	-1	400.046	275.09
1906	1796	13150.647	-1	415.0165	312.2035
1907	1797	13151.577	-1	450.9795	307.83
1908	1796	13160.124	1	461.867	289.9315
1909	1797	13182.054	-1	19.1981	35.62995
1910	1798	13838.409	-1	206.471	383.1475
1911	1799	13842.393	-1	208.01	363.7155
1912	1800	13848.285	-1	219.7825	376.014
1913	1801	13849.668	-1	222.927	365.6425
1914	1802	13853.148	-1	201.2815	353.178
1915	1803	13855.839	-1	193.109	346.806
1916	1804	13863.588	-1	206.746	374.12
1917	1805	13868.385	-1	211.536	356.297
1918	1806	13870.755	-1	204.1985	366.7375
1919	1805	13871.331	1	177.9305	377.2225
1920	1806	13875.024	-1	200.5345	312.412
1921	1807	13877.388	-1	173	397.0125
1922	1808	13889.235	-1	157.9615	281.7755
1923	1809	13895.736	-1	159.549	292.9405
1924	1810	13899.798	-1	427.403	1511.095
1925	1811	13901.004	-1	459.559	247.073
1926	1810	14046.969	1	469.0635	236.0295
1927	1811	14161.047	-1	1001.7265	261.743
1928	1812	14163.453	-1	987.622	266.8415
1929	1813	14171.73	-1	995.0975	280.205
1930	1812	14500.233	1	453.807	1493.05
1931	1813	14720.886	-1	1151.09	108.6475
1932	1814	14729.232	-1	1168.96	96.76955
1933	1815	14732.628	-1	1163.605	102.07075
1934	1816	14737.32	-1	1183.48	112.53
1935	1817	14742.057	-1	1178.06	102.3955
1936	1818	14947.836	-1	609.793	1126.98
1937	1819	14948.4	-1	601.4535	1120.34
1938	1820	14951.358	-1	606.362	1135.63
1939	1821	14953.878	-1	633.4775	1160.54
1940	1822	14961.315	-1	616.1935	1171.23
1941	1823	14963.796	-1	620.106	1169.975
1942	1824	14968.173	-1	536.3575	1074.53
1943	1825	14970.207	-1	604.0955	1150.445
1944	1826	14974.533	-1	629.9905	1165.625
1945	1827	14977.944	-1	628.9165	1151.805
1946	1828	15034.344	-1	574.5245	1116.29
1947	1829	15036.672	-1	559.3725	1100.29
1948	1830	15039.834	-1	562.284	1119.07
1949	1831	15043.368	-1	537.12	1140.4
1950	1832	15043.392	-1	520.566	1133.85
1951	1833	15045.738	-1	519.837	1146.65
1952	1834	15051.495	-1	553.842	1131.58
1953	1835	15055.83	-1	527.118	1125.34
1954	1836	15196.119	-1	491.453	768.323
1955	1837	15240.525	-1	1568.01	1647.835
1956	1838	15887.46	-1	407.8315	863.102
1957	1839	15892.158	-1	413.1655	874.902
1958	1840	15939.015	-1	61.13495	1254.48
1959	1841	16977.843	-1	1587.225	176.653
1960	1842	16987.212	-1	1610.145	151.1355
1961	1843	16991.115	-1	1602.495	162.375
1962	1844	16992.531	-1	1593.575	164.9375
1963	1845	16997.514	-1	1586.03	135.38
1964	1844	17000.196	1	1505.48	124.26
1965	1845	17005.554	-1	1502.74	109.6795
1966	1846	17006.736	-1	1495.345	120.322
1967	1847	17015.988	-1	1502.835	91.8227
1968	1848	17022.369	-1	1509.64	100.08185
1969	1849	17025.513	-1	1511.395	131.203
1970	1850	17027.889	-1	1549.585	134.152
1971	1851	17028.456	-1	1487.08	133.13
1972	1852	17028.648	-1	1519.235	127.7885
1973	1853	17032.074	-1	1520.19	114.6765
1974	1854	17033.316	-1	1478.545	151.257
1975	1855	17034.984	-1	1433.97	63.5728
1976	1856	17040.144	-1	1439.63	195.2855
1977	1857	17041.386	-1	1497.365	139.583
1978	1858	17044.719	-1	1437.99	185.73
1979	1859	17045.031	-1	1437.16	198.2015
1980	1860	17045.721	-1	1432.275	177.73
1981	1861	17047.239	-1	1426.525	164.6795
1982	1862	17047.86	-1	1488.3	145.433
1983	1863	17050.704	-1	1477.245	170.191
1984	1864	17050.89	-1	1420.335	194.2005
1985	1865	17053.068	-1	1431.58	162.765
1986	1866	17053.506	-1	1378.645	214.734
1987	1867	17053.722	-1	1514.355	129.6845
1988	1868	17056.761	-1	1378.06	203.414
1989	1869	17059.032	-1	1363.69	213.524
1990	1868	17064.903	1	1600.64	166.2285
1991	1869	17066.487	-1	1362.87	243.1865
1992	1870	17067.399	-1	1365.79	240.1415
1993	1871	17096.679	-1	1706.43	1719.385
1994	1872	17100.111	-1	1703.475	1709.55
1995	1873	17100.411	-1	1706.105	1723.735
1996	1874	17105.49	-1	1716.975	1739.785
1997	1875	17107.374	-1	1717.565	1728.55
1998	1876	17110.071	-1	1727.98	1724.48
1999	1877	17113.086	-1	1705.93	1754.615
2000	1878	17114.208	-1	1693.295	1709.52
2001	1879	17118.207	-1	1741.71	1687.87
2002	1880	17120.331	-1	1120.73	234.6905
2003	1881	17120.418	-1	1742.365	1697.825
2004	1882	17124.345	-1	1119.355	265.4715
2005	1883	17124.873	-1	1116.72	253.603
2006	1884	17137.59	-1	1596.105	1622.645
2007	1885	17142.168	-1	1616.99	1593.715
2008	1886	17146.008	-1	1598.505	1602.685
2009	1887	17147.439	-1	1625.995	1568.645
2010	1888	17149.158	-1	1600.71	1592.685
2011	1887	17149.257	1	1646	1582.4
2012	1888	17152.281	-1	1633.355	1577.405
2013	1889	17152.401	-1	1660.835	1606.535
2014	1890	17155.215	-1	1626.325	1589.015
2015	1891	17158.317	-1	1636.365	1590.54
2016	1892	17160.087	-1	1642.905	1594.785
2017	1893	17161.083	-1	1655.835	1583.735
2018	1892	17163.033	1	1648.07	1587.45
2019	1893	17168.058	-1	1661.365	1669.58
2020	1894	17170.443	-1	1665	1412.515
2021	1895	17172.525	-1	1673.635	1686.89
2022	1896	17173.488	-1	1633.335	1654.815
2023	1897	17186.841	-1	1118.345	1153.52
2024	1898	17211.999	-1	1067.035	394.0725
2025	1899	17236.284	-1	1099.995	118.384
2026	1900	17247.315	-1	1046.645	450.113
2027	1901	17252.511	-1	1026.53	438.034
2028	1902	17255.877	-1	559.679	1765.495
2029	1903	17256.303	-1	1036.67	441.428
2030	1904	17258.904	-1	1024.04	426.4165
2031	1905	17262.87	-1	1055.84	469.6445
2032	1906	17264.109	-1	1037.335	456.239
2033	1907	17267.469	-1	1064.895	481.2815
2034	1908	17274.804	-1	1064.115	429.3105
2035	1909	17287.296	-1	1050.195	517.7675
2036	1910	17289.486	-1	1042.285	523.281
2037	1911	17290.446	-1	1057.94	528.411
2038	1912	17290.659	-1	1046.1	529.958
2039	1913	17292.453	-1	1070.335	526.253
2040	1912	17293.68	1	1034.26	523.2995
2041	1913	17294.298	-1	1089.245	528.4585
2042	1914	17294.655	-1	1043.59	517.7095
2043	1915	17298.123	-1	1085.585	527.9465
2044	1916	17334.855	-1	1143.15	583.611
2045	1917	17339.223	-1	1127.635	587.048
2046	1918	17347.296	-1	980.116	514.473
2047	1919	17352.873	-1	987.442	541.4155
2048	1920	17353.605	-1	1515.14	1255.8
2049	1921	17353.923	-1	993.931	531.681
2050	1922	17354.169	-1	123.729	1406.865
2051	1923	17370.432	-1	926.4235	673.0845
2052	1924	17372.649	-1	939.829	691.063
2053	1923	17373.51	1	939.2195	669.146
2054	1924	17375.169	-1	926.4895	677.159
2055	1925	17383.011	-1	1011.05	417.876
2056	1926	17679.78	-1	1544.97	1072.48
2057	1927	17682.54	-1	1545.92	1068.385
2058	1926	17683.905	1	1557.585	1100.715
2059	1927	17686.506	-1	1541.445	1081.885
2060	1928	17689.536	-1	1563.05	1080.34
2061	1929	17701.869	-1	949.707	490.76
2062	1930	17709.789	-1	952.382	477.628
2063	1931	17792.679	-1	939.158	572.2125
2064	1930	17799.441	1	940.7835	566.575
2065	1931	17836.35	-1	1276.54	1664.84
2066	1932	17842.29	-1	1306.94	1667.49
2067	1933	17843.613	-1	1310.95	1657.895
2068	1934	17848.092	-1	1307.36	1672.55
2069	1935	17850.858	-1	1285.89	1674.16
2070	1936	17852.052	-1	882.585	432.611
2071	1937	17853.618	-1	1275.115	1645.495
2072	1938	17855.334	-1	1282.025	1674.25
2073	1939	17856.828	-1	1291.025	1668.66
2074	1938	17858.652	1	1233.505	1683.455
2075	1939	17859.681	-1	1294.585	1666.965
2076	1940	17860.74	-1	1297.625	1652.625
2077	1941	17861.88	-1	1303.57	1670.73
2078	1942	17863.032	-1	1289.645	1628.725
2079	1941	17863.686	1	1294.335	1636.075
2080	1942	17864.154	-1	1306.535	1682.815
2081	1943	17866.431	-1	1290.86	1644.36
2082	1944	17868.045	-1	779.999	493.0285
2083	1945	17868.048	-1	1327.32	1681.72
2084	1946	17872.926	-1	1327.335	1686.835
2085	1947	17874.696	-1	1316.575	1694.59
2086	1948	17922.06	-1	916.001	561.3265
2087	1949	17980.215	-1	1512.69	121.0085
2088	1950	18061.536	-1	1528.385	1646.735
2089	1951	18073.272	-1	1525.555	1629.44
2090	1952	18076.755	-1	1516.445	1617.89
2091	1953	18079.215	-1	1566.95	1666.79
2092	1954	18252.549	-1	424.889	1619.225
2093	1955	18327.465	-1	1322.755	1662.88
2094	1956	18332.445	-1	1343.8	1697.07
2095	1957	18415.674	-1	1289.75	1654.605
2096	1958	18444.273	-1	1388.02	1561.84
2097	1959	18444.693	-1	1400.575	1560.47
2098	1960	18445.821	-1	1391.65	1556.855
2099	1959	18449.181	1	1407.8	1562.825
2100	1960	18455.388	-1	1367.71	1625.445
2101	1961	18456.897	-1	1376.525	1618.71
2102	1962	18457.509	-1	1384.24	1599.835
2103	1963	18458.256	-1	1388.335	1588.67
2104	1964	18460.227	-1	1385.385	1620.08
2105	1965	18465.432	-1	1391.85	1568.96
2106	1966	18466.248	-1	1393.325	1579.51
2107	1967	18467.112	-1	1407.775	1691.28
2108	1968	18469.728	-1	1302.595	390.66
2109	1969	18469.881	-1	1422.335	1676.08
2110	1970	18472.392	-1	1371.93	1543.42
2111	1971	18472.431	-1	1321.655	400.4985
2112	1972	18473.469	-1	1311.02	401.2055
2113	1973	18475.056	-1	1328.485	379.0885
2114	1974	18476.376	-1	1340.705	368.9425
2115	1975	18476.688	-1	1302.33	384.726
2116	1976	18477.375	-1	1410.24	1695.075
2117	1977	18477.81	-1	1466.35	1518.08
2118	1978	18479.541	-1	1459.88	1538.145
2119	1979	18480.906	-1	1461.865	1530.555
2120	1980	18481.176	-1	1362.525	1540.705
2121	1981	18481.314	-1	1275.57	356.086
2122	1982	18481.455	-1	1370.11	1539.92
2123	1983	18482.409	-1	1287.71	362.9585
2124	1984	18485.148	-1	1350.55	469.576
2125	1985	18485.922	-1	1488.16	1541.98
2126	1986	18487.473	-1	1477.735	1533.84
2127	1987	18487.896	-1	1351.325	455.291
2128	1988	18489.708	-1	1394.685	369.269
2129	1989	18489.792	-1	1519.135	1533.335
2130	1990	18492.903	-1	1376.59	369.0155
2131	1991	18494.223	-1	1382.535	364.476
2132	1992	18500.121	-1	1388.105	381.5945
2133	1993	18502.647	-1	1443.39	489.9775
2134	1994	18509.037	-1	1448.71	497.05
2135	1995	18510.378	-1	1456.59	486.0065
2136	1996	18512.343	-1	1444.565	524.0115
2137	1995	18538.281	1	1482.815	78.8562
2138	1996	18544.83	-1	1494.055	86.8232
2139	1997	18546.858	-1	1502.425	76.5534
2140	1998	18547.083	-1	1462.425	66.7215
2141	1999	18547.323	-1	1511.635	71.37775
2142	2000	18549.666	-1	1520.59	66.2369
2143	2001	18557.865	-1	1476.45	155.907
2144	2002	18564.252	-1	1591.37	1354.535
2145	2003	18566.967	-1	1578.55	1359.76
2146	2004	18573.318	-1	1591	1333.135
2147	2005	18575.466	-1	1588.48	1344.385
2148	2006	18657.228	-1	1339.075	593.3805
2149	2007	18660.57	-1	1322.24	573.197
2150	2008	18663.33	-1	1335.38	574.0105
2151	2009	18664.191	-1	1343.365	599.386
2152	2010	18699.126	-1	1715.03	1241.075
2153	2011	18702.867	-1	1708.575	1253.63
2154	2012	18704.958	-1	1702.325	1242.58
2155	2013	18739.698	-1	1607.06	1614.845
2156	2014	18744.57	-1	1560.705	1638.215
2157	2015	18745.698	-1	1611.365	1606.315
2158	2016	18746.859	-1	1562.545	1629.085
2159	2017	18748.908	-1	1562.58	1617.78
2160	2018	18749.361	-1	1539.91	1643.965
2161	2019	18749.694	-1	1633.46	1659.705
2162	2020	18752.598	-1	1620.39	1668.87
2163	2021	18753.585	-1	1612.685	1599.89
2164	2022	18758.967	-1	1610.045	1611.135
2165	2023	18767.406	-1	1611.325	1614.745
2166	2024	18773.922	-1	1621.005	1615.04
2167	2025	18777.84	-1	1622.745	1644.285
2168	2026	18785.664	-1	1547.925	1612.485
2169	2027	18785.745	-1	1558.035	1615.01
2170	2028	18792.645	-1	1712.65	1514.12
2171	2029	18793.599	-1	1711.125	1503.65
2172	2030	18883.578	-1	39.07405	361.242
2173	2031	18886.866	-1	30.43265	367.988
2174	2032	18900.177	-1	1577.42	1106.865
2175	2033	18904.794	-1	1563.92	1092.94
2176	2034	18906.801	-1	1577.91	1094.99
2177	2035	18909.51	-1	1577.79	1117.18
2178	2036	18912.03	-1	129.8665	1632.925
2179	2037	18912.282	-1	1575.185	1126.635
2180	2038	18912.381	-1	1565.66	1083.34
2181	2037	18914.076	1	1569.5	1133.59
2182	2038	18918.558	-1	1528.75	1012.415
2183	2039	18921.654	-1	1521.665	1029.485
2184	2040	18922.02	-1	1519.63	1018.81
2185	2041	18922.146	-1	82.61715	163.501
2186	2042	18926.577	-1	81.46555	143.317
2187	2043	18928.008	-1	91.51035	152.869
2188	2044	18929.55	-1	100.8083	143.571
2189	2045	18930.789	-1	116.3365	185.931
2190	2046	18931.371	-1	109.399	140.6505
2191	2045	18934.602	1	19.17045	35.72425
2192	2046	18936.534	-1	1641.19	1098.375
2193	2047	18936.93	-1	66.79955	177.1075
2194	2048	18939.822	-1	59.18065	165.3225
2195	2049	18942.336	-1	55.1956	176.8745
2196	2050	18948.195	-1	21.33655	172.8625
2197	2051	18954.237	-1	96.82345	153.464
2198	2052	18956.355	-1	105.5755	141.754
2199	2053	18976.092	-1	1495.755	964.739
2200	2054	18977.778	-1	1708.165	975.603
2201	2055	18979.065	-1	1483.2	962.2825
2202	2056	18979.374	-1	1480.19	989.2045
2203	2057	18994.956	-1	1433.185	945.0205
2204	2058	18995.841	-1	1430.335	957.7325
2205	2059	19013.178	-1	1538.385	999.626
2206	2060	19016.595	-1	1537.865	995.443
2207	2059	19018.602	1	1546.18	994.688
2208	2060	19024.347	-1	1569.44	992.738
2209	2061	19026.579	-1	1561.52	999.584
2210	2062	19065.024	-1	1599.245	848.627
2211	2063	19066.518	-1	1596.345	844.084
2212	2064	19107.063	-1	1127.655	1808.1
2213	2065	19111.587	-1	1124.77	1793.535
2214	2066	19115.679	-1	1524.96	1184.405
2215	2067	19117.176	-1	1169.11	1756.4
2216	2068	19122.213	-1	1142.975	1797.98
2217	2069	19125.282	-1	1161.695	1805.325
2218	2068	19127.475	1	1140.01	1791.46
2219	2069	19130.604	-1	1157.29	1785.84
2220	2070	19131.255	-1	1161.87	1792.565
2221	2071	19132.524	-1	1156.555	1817.51
2222	2072	19136.274	-1	1266.325	1746.505
2223	2073	19139.775	-1	1238.425	1755.82
2224	2074	19144.659	-1	1276.475	1736.055
2225	2075	19209.549	-1	1698.895	951.446
2226	2076	19232.184	-1	1233.985	1683.19
2227	2077	19310.808	-1	1385.915	1438.255
2228	2078	19366.239	-1	1172.085	708.3185
2229	2079	19409.058	-1	1353.955	1684.28
2230	2080	19411.281	-1	1361.87	1699.49
2231	2081	19411.383	-1	1336.975	1690.53
2232	2082	19414.341	-1	1371.015	1673.65
2233	2083	19414.605	-1	1350.585	1698.865
2234	2084	19415.175	-1	1362.62	1681.59
2235	2085	19415.328	-1	1399.675	1667.295
2236	2084	19417.296	1	1363.06	1690.275
2237	2085	19419.261	-1	1388.64	1674.935
2238	2086	19425.348	-1	1384.46	1687.55
2239	2087	19428.018	-1	96.26525	1047.005
2240	2088	19430.316	-1	1367.895	1687.525
2241	2089	19432.527	-1	101.65845	1046.475
2242	2090	19432.992	-1	1326.98	1716.17
2243	2089	19433.487	1	1297.2	1653.71
2244	2090	19434.255	-1	1380.465	1688.865
2245	2091	19434.75	-1	1320.095	1723.835
2246	2092	19435.371	-1	106.6385	1048.035
2247	2091	19436.448	1	1378.18	1697.025
2248	2092	19436.871	-1	111.679	1036.915
2249	2093	19436.952	-1	1308.535	1725.21
2250	2094	19437.12	-1	1307.415	1655.22
2251	2095	19439.544	-1	141.185	1035.7
2252	2096	19440.552	-1	1381.18	1705.455
2253	2097	19440.903	-1	1333.055	1709.605
2254	2096	19441.077	1	106.7765	1039.52
2255	2097	19443.555	-1	1383.985	1715.32
2256	2098	19444.116	-1	1345.67	1686.985
2257	2099	19444.146	-1	1381.425	1718.85
2258	2100	19444.371	-1	130.8905	1035.59
2259	2101	19445.394	-1	1289.97	1742.32
2260	2102	19445.418	-1	1282.39	1749.045
2261	2101	19446.834	1	1234.425	1683.265
2262	2102	19446.966	-1	1294.07	1755.165
2263	2103	19451.202	-1	166.123	1054.67
2264	2104	19452.858	-1	1303.275	1767.015
2265	2105	19452.993	-1	1360.465	1535.51
2266	2106	19454.721	-1	1367.145	1552.195
2267	2105	19456.584	1	1309.93	1760.25
2268	2106	19464.021	-1	164.2695	1029.84
2269	2107	19468.311	-1	1481.385	1529.84
2270	2108	19468.512	-1	90.1198	1054.815
2271	2109	19469.235	-1	1490.98	1543.05
2272	2110	19470.741	-1	92.43205	1050.69
2273	2111	19471.008	-1	1501.19	1545.57
2274	2110	19471.059	1	1485.915	1536.635
2275	2111	19472.61	-1	157.0205	1023.11
2276	2112	19474.035	-1	99.95985	1044.19
2277	2113	19476.306	-1	1515.155	1545.565
2278	2114	19477.332	-1	1509.41	1556.295
2279	2115	19477.668	-1	137.6745	1001.3205
2280	2116	19480.635	-1	1563.13	1555.855
2281	2117	19481.088	-1	1524.035	1554.115
2282	2118	19483.302	-1	42.28345	1030.51
2283	2119	19507.986	-1	925.5265	1763.685
2284	2120	19513.812	-1	919.5405	1782.09
2285	2121	19513.935	-1	909.0085	1784.745
2286	2122	19514.817	-1	906.4315	1779.02
2287	2123	19522.485	-1	1285.225	1794.155
2288	2124	19523.505	-1	1275.065	1814.72
2289	2125	19529.148	-1	1297.935	1780.245
2290	2126	19529.445	-1	970.828	1702.42
2291	2125	19529.658	1	1292.475	1797.345
2292	2126	19531.989	-1	989.475	1712.165
2293	2127	19533.345	-1	1285.48	1807.885
2294	2128	19533.873	-1	1291.67	1785.805
2295	2129	19535.658	-1	978.183	1711.54
2296	2128	19536.954	1	1300.075	1789.105
2297	2129	19542.375	-1	922.5595	1691.76
2298	2130	19544.148	-1	1307.225	1737.615
2299	2131	19547.544	-1	1291.665	1737.32
2300	2130	19547.706	1	1293.63	1746.385
2301	2131	19548.606	-1	1318.63	1754.575
2302	2132	19549.428	-1	1684.035	1704.815
2303	2133	19549.839	-1	1283.865	1756.365
2304	2134	19554.528	-1	1279.855	1773.795
2305	2135	19560.756	-1	1637.04	1672.785
2306	2136	19565.604	-1	1352.915	1341.105
2307	2137	19570.554	-1	22.441	1790.765
2308	2138	19571.322	-1	52.79635	1766.835
2309	2139	19573.35	-1	44.608	1761.305
2310	2140	19574.097	-1	18.5785	1778.47
2311	2141	19575.123	-1	30.74425	1758.25
2312	2142	19576.203	-1	1376.98	1303.485
2313	2143	19578.12	-1	1364.145	1315.375
2314	2144	19581.483	-1	8.16762	1771.025
2315	2145	19581.648	-1	1361.71	1323.175
2316	2146	19582.572	-1	27.23445	1761.465
2317	2145	19583.76	1	1447.665	1336.97
2318	2146	19585.959	-1	31.86325	1750.865
2319	2147	19614.312	-1	9.70536	1808.89
2320	2148	19614.444	-1	16.7481	1803.11
2321	2149	19693.173	-1	677.5255	1151.915
2322	2150	19695.975	-1	1234.685	1683.185
2323	2151	19705.239	-1	1332.835	1355.995
2324	2152	19709.067	-1	686.8485	1227.93
2325	2153	19712.058	-1	686.83	1258.37
2326	2154	19714.671	-1	698.2035	1263.89
2327	2155	19718.628	-1	708.4755	1267.43
2328	2156	19718.955	-1	730.7505	1255.86
2329	2157	19720.812	-1	738.561	1261.08
2330	2158	19722.243	-1	680.1035	1185.905
2331	2159	19722.789	-1	775.6205	1200.42
2332	2160	19724.382	-1	1814.125	17.5412
2333	2161	19726.059	-1	680.0115	1174.555
2334	2162	19726.593	-1	687.003	1196.94
2335	2163	19727.019	-1	736.549	1091.275
2336	2164	19728	-1	677.7655	1182.425
2337	2165	19731.306	-1	699.895	1160.44
2338	2166	19734.525	-1	740.2395	1115.33
2339	2167	19736.478	-1	749.8605	1108.28
2340	2168	19737.399	-1	754.371	1147.25
2341	2169	19737.651	-1	728.418	1110.69
2342	2170	19744.317	-1	714.809	1105.985
2343	2171	19746.951	-1	763.8185	1096.29
2344	2172	19747.578	-1	636.4935	1146.555
2345	2173	19748.709	-1	735.74	1118.295
2346	2174	19748.967	-1	774.046	1088.16
2347	2173	19749.072	1	754.1225	1146.895
2348	2174	19754.154	-1	703.762	1149.285
2349	2175	19758.21	-1	745.1555	1112.215
2350	2174	19759.458	1	747.0815	1103.42
2351	2175	19759.668	-1	769.3325	1066.185
2352	2176	19759.809	-1	732.0945	1138
2353	2177	19760.343	-1	722.02	1141.955
2354	2178	19761.378	-1	774.1785	1052.225
2355	2179	19762.128	-1	702.1575	1154.81
2356	2180	19762.878	-1	761.097	1060.92
2357	2179	19762.893	1	586.1235	1131.445
2358	2180	19763.73	-1	735.063	1097.56
2359	2181	19769.232	-1	713.969	1146.23
2360	2180	19772.865	1	732.9045	1167.91
2361	2181	20002.533	-1	758.978	163.791
2362	2182	20020.59	-1	812.748	166.3345
2363	2183	20487.123	-1	196.3685	821.3765
2364	2184	20488.179	-1	186.069	818.7275
2365	2185	20504.025	-1	71.3494	847.153
2366	2186	20508.387	-1	76.35605	833.5665
2367	2187	20519.331	-1	338.5685	802.612
2368	2188	20521.698	-1	345.7505	811.599
2369	2189	20622.516	-1	1067.835	67.7853
2370	2190	20624.124	-1	1062.97	60.4698
2371	2191	20625.654	-1	1056.295	49.8991
2372	2192	20627.298	-1	1091.255	41.6273
2373	2193	20631.333	-1	1075.915	44.78655
2374	2194	20636.151	-1	1114.84	29.88465
2375	2195	20639.202	-1	1110.505	41.08045
2376	2196	20659.239	-1	1224.64	112.5635
2377	2197	20672.355	-1	1255.715	134.2845
2378	2198	20677.356	-1	1285.215	133.001
2379	2199	20798.394	-1	853.482	127.162
2380	2200	20804.487	-1	849.6725	130.3155
2381	2201	20806.416	-1	853.29	132.189
2382	2202	20841.984	-1	742.934	216.2705
2383	2203	20850.894	-1	712.495	279.921
2384	2204	20908.491	-1	795.5	234.255
2385	2205	21030.93	-1	163.524	1001.565
2386	2206	21039.759	-1	99.7782	953.082
2387	2207	21041.055	-1	106.852	931.1645
2388	2208	21045.495	-1	86.76435	969.409
2389	2209	21092.97	-1	1533.08	14.06208
2390	2210	21095.046	-1	1739.08	106.5225
2391	2211	21101.427	-1	1764.425	130.9475
2392	2212	21102.003	-1	1768.43	129.8815
2393	2213	21176.052	-1	932.468	1444.43
2394	2214	21284.361	-1	451.537	276.093
2395	2215	21330.396	-1	456.153	249.2425
2396	2214	21333.315	1	463.271	252.9345
2397	2215	21451.128	-1	1771.56	392.878
2398	2216	21455.214	-1	1770.625	389.29
2399	2217	21500.385	-1	1676.135	336.1555
2400	2218	21597.48	-1	1643.99	560.408
2401	2219	21602.853	-1	1647.415	548.682
2402	2218	21604.146	1	1631.53	516.102
2403	2219	21604.836	-1	1632.74	554.0395
2404	2220	21610.278	-1	1643.915	501.756
2405	2221	21631.278	-1	1575.975	466.5255
2406	2222	21631.344	-1	1571.115	458.081
2407	2223	21633.237	-1	1570.415	454.6905
2408	2224	21640.827	-1	1549.14	387.16
2409	2225	21679.401	-1	1602.225	537.804
2410	2226	21680.247	-1	1597.815	534.8095
2411	2227	21682.152	-1	1614.82	557.682
2412	2228	21684.231	-1	1617.27	501.0195
2413	2227	21684.573	1	1643.55	502.0225
2414	2228	21705.348	-1	1664.48	669.3215
2415	2229	21709.611	-1	1674.225	664.8
2416	2230	21714.357	-1	1691.98	657.271
2417	2231	21714.489	-1	1660.105	681.78
2418	2232	21715.524	-1	1629.265	1647.92
2419	2233	21716.625	-1	1703.595	663.3385
2420	2234	21718.065	-1	1656.33	683.245
2421	2235	21718.464	-1	1665.33	694.238
2422	2236	21720.09	-1	1664.245	679.2055
2423	2237	21720.795	-1	1709.895	653.577
2424	2238	21721.122	-1	1687.515	677.3405
2425	2239	21722.688	-1	1656.29	689.3
2426	2240	21722.76	-1	1672.99	698.0575
2427	2241	21723.468	-1	1679.72	651.4425
2428	2242	21724.707	-1	1700.355	644.866
2429	2241	21725.97	1	1702.685	628.545
2430	2242	21727.074	-1	1724.73	657.9595
2431	2243	21728.661	-1	1720.165	658.841
2432	2244	21732.327	-1	1755.2	679.0505
2433	2243	21733.893	1	1731.865	648.507
2434	2244	21735.741	-1	1727.63	657.25
2435	2245	21794.544	-1	1600.415	820.315
2436	2246	21799.044	-1	1597.59	822.7075
2437	2247	21799.299	-1	1593.825	824.471
2438	2248	21808.755	-1	1544.445	777.298
2439	2249	21811.971	-1	1699.545	1713.815
2440	2250	21814.074	-1	1698.305	1734.055
2441	2251	21851.655	-1	1705.17	1206.615
2442	2252	21853.752	-1	1594.72	834.794
2443	2253	21860.904	-1	1573.76	843.651
2444	2254	21864.699	-1	1593.93	830.5205
2445	2253	21870.126	1	1598.74	887.5605
2446	2254	21947.418	-1	1648.38	990.535
2447	2255	21969.591	-1	277.2995	774.382
2448	2256	21972.291	-1	286.4435	782.1235
2449	2257	21973.692	-1	290.8885	792.3445
