Swap #	Nswaps (direction corrected)	Timestep	Time	dTime	TimeRatio	Swap direction	X size	Y size	Surface area	-dS	-dS/S0	OLD Subavalanche #	OLD Subavalanche start	Subavalanche #	Subavalanche start	Subavalanche end	Swap bond c.x	Swap bond c.y	Swap bond c.z	Distance to previous swap	Distance to prev assoc swap	Atom1	Atom2
153	153	169092	207.276	0.291	1.00140590	-1	1853.770	1850.070	3429604.26390	36113.74150	0.01042028	1		37	37		280.15750	1542.77500	0.00000	1150.73060	1150.73060	27641	28029
154	154	169862	209.586	2.310	1.01114456	-1	1853.710	1850.010	3429382.03710	36335.96830	0.01048440	1		35	35	35	757.12700	987.45950	0.00000	732.03498	732.03498	28768	29518
155	155	170220	210.660	1.074	1.00512439	-1	1853.690	1849.990	3429307.96310	36410.04230	0.01050577	1		36			1390.27000	1222.56500	0.00000	675.38482	8.30767	37925	39965
156	156	170777	212.331	1.671	1.00793221	-1	1853.640	1849.950	3429141.31800	36576.68740	0.01055386	1		36		36	1404.13000	1221.70500	0.00000	13.88666	13.88666	33740	35333
157	157	171338	214.014	1.683	1.00792630	-1	1853.610	1849.910	3429011.67510	36706.33030	0.01059126	1		37			615.68450	1422.53000	0.00000	813.61968	356.42282	26806	28844
158	158	171647	214.941	0.927	1.00433149	-1	1853.590	1849.890	3428937.60510	36780.40030	0.01061264	1		41			1601.93500	1590.06500	0.00000	1000.37894	171.66164	30400	37980
159	159	172051	216.153	1.212	1.00563876	-1	1853.560	1849.860	3428826.50160	36891.50380	0.01064469	1		37		37	309.42300	1673.17500	0.00000	1295.18128	133.64367	21637	23023
160	160	172369	217.107	0.954	1.00441354	-1	1853.530	1849.840	3428733.93520	36984.07020	0.01067140	1		38	38		1088.00500	1664.36500	0.00000	778.63184	778.63184	32893	39639
161	161	173300	219.900	2.793	1.01286462	-1	1853.470	1849.780	3428511.73660	37206.26880	0.01073552	1		38			782.82000	1753.58000	0.00000	317.95786	317.95786	21285	24349
162	162	173640	220.920	1.020	1.00463847	-1	1853.450	1849.760	3428437.67200	37280.33340	0.01075689	1		38			1139.05500	1627.99500	0.00000	377.72340	62.68077	31851	34876
163	163	173812	221.436	0.516	1.00233569	-1	1853.440	1849.750	3428400.64000	37317.36540	0.01076757	1		39	39		1594.72500	499.52850	0.00000	1216.99293	1216.99293	16964	18484
164	164	174086	222.258	0.822	1.00371213	-1	1853.420	1849.730	3428326.57660	37391.42880	0.01078894	1		38			588.71500	1728.66000	0.00000	1588.33887	195.69813	21965	27160
165	165	174373	223.119	0.861	1.00387388	-1	1853.400	1849.710	3428252.51400	37465.49140	0.01081031	1		39		39	1783.14000	738.81500	0.00000	1551.27180	304.56238	14888	17524
166	166	174844	224.532	1.413	1.00633294	-1	1853.370	1849.680	3428141.42160	37576.58380	0.01084237	1		38		38	616.64100	1716.62000	0.00000	1522.11121	30.41090	25471	27877
167	167	174959	224.877	0.345	1.00153653	-1	1853.360	1849.670	3428104.39120	37613.61420	0.01085305	1		41			1799.35000	1580.66000	0.00000	1190.49809	197.63890	30684	34528
168	168	175700	227.100	2.223	1.00988540	-1	1853.300	1849.630	3427919.27900	37798.72640	0.01090646	1		41			1797.44500	1558.54000	0.00000	22.20188	22.20188	30480	34011
169	169	176466	229.398	2.298	1.01011889	-1	1853.240	1849.570	3427697.10680	38020.89860	0.01097057	1		40	40	40	1014.00500	891.08200	0.00000	1029.21252	1029.21252	10475	10869
170	170	177516	232.548	3.150	1.01373159	-1	1853.160	1849.500	3427419.42000	38298.58540	0.01105069	1		41			1800.16000	1605.84500	0.00000	1062.50921	25.19802	30600	36502
171	171	178528	235.584	3.036	1.01305537	-1	1853.080	1849.430	3427141.74440	38576.26100	0.01113081	1		41			1800.50000	1612.34000	0.00000	6.50389	6.50389	36502	36819
172	172	178737	236.211	0.627	1.00266147	-1	1853.060	1849.410	3427067.69460	38650.31080	0.01115218	1		42	42	42	581.59900	1646.42500	0.00000	1219.37748	1219.37748	25124	29521
173	173	179140	237.420	1.209	1.00511831	-1	1853.030	1849.380	3426956.62140	38761.38400	0.01118423	1		41		41	1811.78000	1621.45000	0.00000	1230.43449	14.49933	30027	34280
174	174	179424	238.272	0.852	1.00358858	-1	1853.000	1849.360	3426864.08000	38853.92540	0.01121093	1		43	43	43	766.15300	1249.38500	0.00000	1109.85052	1109.85052	20510	21571
175	175	180263	240.789	2.517	1.01056356	-1	1852.930	1849.310	3426641.97830	39076.02710	0.01127502	1		46	46		1691.86500	1215.82500	0.00000	926.32013	926.32013	38119	39740
176	176	181170	243.510	2.721	1.01130035	-1	1852.870	1849.250	3426419.84750	39298.15790	0.01133911	1		46			1581.93000	869.05950	0.00000	363.77468	363.77468	12596	15816
177	177	181707	245.121	1.611	1.00661574	-1	1852.840	1849.220	3426308.78480	39409.22060	0.01137116	1		46			1695.29500	1203.28000	0.00000	352.92346	13.00546	38391	39122
178	178	182478	247.434	2.313	1.00943616	-1	1852.790	1849.170	3426123.68430	39594.32110	0.01142457	1		46			1702.39500	1196.56000	0.00000	9.77591	9.77591	32187	36791
179	179	183018	249.054	1.620	1.00654720	-1	1852.750	1849.140	3425994.13500	39723.87040	0.01146195	1		46			1572.27000	872.18450	0.00000	349.50248	10.15289	17770	18978
180	180	183199	249.597	0.543	1.00218025	-1	1852.740	1849.130	3425957.11620	39760.88920	0.01147263	1		46			1709.23000	1187.32500	0.00000	343.61545	11.48923	33016	36023
181	181	184482	253.446	3.849	1.01542086	-1	1852.660	1849.040	3425642.44640	40075.55900	0.01156342	1		46			1710.05500	1175.39000	0.00000	11.96348	11.96348	32696	36149
182	182	186162	258.486	5.040	1.01988589	-1	1852.540	1848.940	3425235.30760	40482.69780	0.01168090	1		46			1557.40000	905.09450	0.00000	310.42424	36.11350	10678	12163
183	183	186674	260.022	1.536	1.00594229	-1	1852.500	1848.910	3425105.77500	40612.23040	0.01171827	1		44	44		1148.67000	1647.96500	0.00000	847.88961	847.88961	31354	37006
184	184	186697	260.091	0.069	1.00026536	-1	1852.500	1848.910	3425105.77500	40612.23040	0.01171827	1		44		44	1142.04000	1628.52500	0.00000	20.53949	20.53949	34876	39499
185	185	186922	260.766	0.675	1.00259525	-1	1852.480	1848.900	3425050.27200	40667.73340	0.01173429	1		46			1571.04000	893.36300	0.00000	851.17810	17.99104	15258	16322
186	186	187032	261.096	0.330	1.00126550	-1	1852.480	1848.890	3425031.74720	40686.25820	0.01173963	1		45	45		723.90400	886.62950	0.00000	847.16276	847.16276	1957	6642
187	187	187982	263.946	2.850	1.01091553	-1	1852.410	1848.840	3424809.70440	40908.30100	0.01180370	1		47	47		1658.67000	1465.98500	0.00000	1099.74555	1099.74555	30906	37752
188	188	188511	265.533	1.587	1.00601259	-1	1852.370	1848.810	3424680.17970	41037.82570	0.01184107	1		45		45	719.31250	862.18550	0.00000	1116.67647	24.87149	2182	6855
189	189	189283	267.849	2.316	1.00872208	-1	1852.320	1848.760	3424495.12320	41222.88220	0.01189447	1		47			1748.91000	1350.79500	0.00000	1139.65357	146.32838	31459	35981
190	190	189761	269.283	1.434	1.00535376	-1	1852.290	1848.740	3424402.61460	41315.39080	0.01192116	1		46			1561.83500	877.77950	0.00000	508.66563	18.09910	16651	17072
191	191	189932	269.796	0.513	1.00190506	-1	1852.280	1848.730	3424365.60440	41352.40100	0.01193184	1		47			1745.69500	1340.09000	0.00000	497.52939	11.17735	31399	39414
192	192	189957	269.871	0.075	1.00027799	-1	1852.280	1848.730	3424365.60440	41352.40100	0.01193184	1		46		46	1557.15000	971.47850	0.00000	414.03340	79.34081	35050	35214
193	193	191000	273.000	3.129	1.01159443	-1	1852.220	1848.670	3424143.54740	41574.45800	0.01199591	1		47			1581.28500	1535.87500	0.00000	564.91230	104.27392	33181	38980
194	194	191394	274.182	1.182	1.00432967	-1	1852.190	1848.650	3424051.04350	41666.96190	0.01202261	1		47		47	1193.75000	1590.73500	0.00000	391.39877	391.39877	31809	35875
195	195	192486	277.458	3.276	1.01194827	-1	1852.110	1848.580	3423773.50380	41944.50160	0.01210269	1		48	48		1105.08000	1081.78000	0.00000	516.62129	516.62129	32810	34455
196	196	193636	280.908	3.450	1.01243431	-1	1852.030	1848.510	3423495.97530	42222.03010	0.01218277	1		49	49	49	1485.24000	604.18000	0.00000	610.42885	610.42885	13745	19442
197	197	194007	282.021	1.113	1.00396215	-1	1852.010	1848.490	3423421.96490	42296.04050	0.01220412	1		48		48	1094.27500	1117.40500	0.00000	645.17713	37.22753	31005	39896
198	198	199684	299.052	17.031	1.06038912	-1	1851.670	1848.170	3422200.94390	43517.06150	0.01255643	1		50	50	50	829.79400	1810.91000	0.00000	742.22597	742.22597	24604	28338
199	199	200390	301.170	2.118	1.00708238	-1	1851.630	1848.130	3422052.95190	43665.05350	0.01259914	1		51	51	51	1111.41500	895.25250	0.00000	957.98698	957.98698	10941	12454
200	200	202161	306.483	5.313	1.01764120	-1	1851.530	1848.030	3421682.98590	44035.01950	0.01270589	1		52	52	52	242.48900	1115.27500	0.00000	896.34943	896.34943	23492	29346
201	201	203730	311.190	4.707	1.01535811	-1	1851.440	1847.950	3421368.54800	44349.45740	0.01279661	1		53	53	53	1285.36000	363.98250	0.00000	1285.30943	1285.30943	16464	17649
202	202	205049	315.147	3.957	1.01271570	-1	1851.360	1847.880	3421091.11680	44626.88860	0.01287666	1		54	54	54	787.17050	1645.66500	0.00000	1375.10102	1375.10102	25796	27375
203	203	207114	321.342	6.195	1.01965749	-1	1851.250	1847.770	3420684.21250	45033.79290	0.01299407	1		58	58		1339.35000	10.11280	0.00000	1726.24831	1726.24831	12426	15965
204	204	207292	321.876	0.534	1.00166178	-1	1851.240	1847.760	3420647.22240	45070.78300	0.01300475	1		55	55	55	967.46700	496.85400	0.00000	612.54711	612.54711	11253	15913
205	205	207443	322.329	0.453	1.00140737	-1	1851.230	1847.750	3420610.23250	45107.77290	0.01301542	1		56	56	56	1804.08500	152.15200	0.00000	904.84758	904.84758	12498	18559
206	206	207709	323.127	0.798	1.00247573	-1	1851.220	1847.740	3420573.24280	45144.76260	0.01302609	1		57	57	57	1643.49500	906.60950	0.00000	771.35936	771.35936	16111	16785
207	207	209707	329.121	5.994	1.01854998	-1	1851.100	1847.640	3420166.40400	45551.60140	0.01314348	1		58		58	1299.05000	80.17405	0.00000	895.34234	80.82493	11424	12924
208	208	211883	335.649	6.528	1.01983465	-1	1850.990	1847.520	3419741.04480	45976.96060	0.01326622	1		59	59		1752.30000	810.48250	0.00000	859.52661	859.52661	11757	19176
209	209	212385	337.155	1.506	1.00448683	-1	1850.960	1847.500	3419648.60000	46069.40540	0.01329289	1		60	60		1065.28000	1499.30500	0.00000	972.86840	972.86840	35300	36466
210	210	213525	340.575	3.420	1.01014370	-1	1850.900	1847.440	3419426.69600	46291.30940	0.01335692	1		60		60	1039.19500	1504.80500	0.00000	26.65853	26.65853	30933	34470
211	211	214936	344.808	4.233	1.01242898	-1	1850.830	1847.370	3419167.81710	46550.18830	0.01343161	1		59			1468.12000	815.17500	0.00000	812.13681	284.21874	14636	17407
212	212	215630	346.890	2.082	1.00603814	-1	1850.790	1847.330	3419019.89070	46698.11470	0.01347430	1		61	61		814.19850	254.73950	0.00000	861.22081	861.22081	452	9824
213	213	216390	349.170	2.280	1.00657269	-1	1850.750	1847.300	3418890.47500	46827.53040	0.01351164	1		61		61	731.15800	276.04450	0.00000	85.72997	85.72997	4644	6121
214	214	216811	350.433	1.263	1.00361715	-1	1850.730	1847.280	3418816.51440	46901.49100	0.01353298	1		59		59	1476.93000	824.33250	0.00000	925.63254	12.70732	11265	13651
215	215	223193	369.579	19.146	1.05463527	-1	1850.400	1846.970	3417633.28800	48084.71740	0.01387439	1		62	62		1296.07000	1111.69500	0.00000	339.54020	339.54020	36031	37532
216	216	223222	369.666	0.087	1.00023540	-1	1850.400	1846.960	3417614.78400	48103.22140	0.01387973	1		63	63		1771.37500	742.39650	0.00000	601.91048	601.91048	11358	17763
217	217	224346	373.038	3.372	1.00912175	-1	1850.350	1846.910	3417429.91850	48288.08690	0.01393307	1		63			1753.09000	757.92100	0.00000	23.98648	23.98648	11917	16661
218	218	224525	373.575	0.537	1.00143953	-1	1850.340	1846.900	3417392.94600	48325.05940	0.01394374	1		62			1288.75000	1100.16000	0.00000	576.83548	13.66157	30874	33585
219	219	225516	376.548	2.973	1.00795824	-1	1850.290	1846.850	3417208.08650	48509.91890	0.01399708	1		62		62	1380.19500	1153.86500	0.00000	106.04912	94.10273	30887	38969
220	220	227306	381.918	5.370	1.01426113	-1	1850.180	1846.760	3416838.41680	48879.58860	0.01410374	1		64	64	64	598.66750	371.87300	0.00000	1105.57529	1105.57529	4543	4880
221	221	227631	382.893	0.975	1.00255290	-1	1850.170	1846.750	3416801.44750	48916.55790	0.01411441	1		63			1568.01000	927.55900	0.00000	1117.32350	251.06106	34500	36514
222	222	228280	384.840	1.947	1.00508497	-1	1850.140	1846.720	3416690.54080	49027.46460	0.01414641	1		63		63	1768.23500	657.02750	0.00000	336.56700	336.56700	11832	13600
223	223	235640	406.920	22.080	1.05737449	-1	1849.790	1846.400	3415452.25600	50265.74940	0.01450370	2	2	65	65	65	665.74050	899.50000	0.00000	1128.84323	1128.84323	7486	9447
224	224	236295	408.885	1.965	1.00482896	-1	1849.750	1846.370	3415322.90750	50395.09790	0.01454103	2		66	66		1321.89000	454.89350	0.00000	792.59517	792.59517	10636	19861
225	225	237817	413.451	4.566	1.01116695	-1	1849.680	1846.310	3415082.68080	50635.32460	0.01461034	2		66		66	1069.15500	674.88850	0.00000	335.07131	335.07131	16059	16821
226	226	238760	416.280	2.829	1.00684241	-1	1849.640	1846.270	3414934.84280	50783.16260	0.01465300	2		67	67		1265.98500	1308.10500	0.00000	663.10270	663.10270	30541	38307
227	227	239062	417.186	0.906	1.00217642	-1	1849.630	1846.260	3414897.88380	50820.12160	0.01466366	2		67			1413.42000	1679.90000	0.00000	399.96075	399.96075	34016	34235
228	228	239867	419.601	2.415	1.00578878	-1	1849.590	1846.220	3414750.04980	50967.95560	0.01470632	2		67			1426.20000	1674.16500	0.00000	14.00781	14.00781	35446	39177
229	229	240319	420.957	1.356	1.00323164	-1	1849.560	1846.200	3414657.67200	51060.33340	0.01473297	2		67			1242.90500	1535.09000	0.00000	230.08458	223.70807	34563	35074
230	230	240688	422.064	1.107	1.00262972	-1	1849.550	1846.190	3414620.71450	51097.29090	0.01474364	2		67			1435.66500	1672.68500	0.00000	236.83074	9.58001	31085	34923
231	231	242328	426.984	4.920	1.01165700	-1	1849.470	1846.110	3414325.06170	51392.94370	0.01482895	2		67			1619.75000	1543.75000	0.00000	224.74768	224.74768	34990	38080
232	232	243396	430.188	3.204	1.00750379	-1	1849.420	1846.060	3414140.28520	51577.72020	0.01488226	2		67		67	1622.30000	1548.35500	0.00000	5.26389	5.26389	30228	34990
233	233	244979	434.937	4.749	1.01103936	-1	1849.340	1845.990	3413863.14660	51854.85880	0.01496223	2		68	68	68	1125.38000	370.59050	0.00000	1278.30306	1278.30306	16476	18141
234	234	245603	436.809	1.872	1.00430407	-1	1849.310	1845.960	3413752.28760	51965.71780	0.01499421	2		69	69	69	287.80000	1667.48500	0.00000	1543.85090	1543.85090	26605	27578
235	235	248538	445.614	8.805	1.02015755	-1	1849.170	1845.820	3413234.96940	52483.03600	0.01514348	2		70	70		1226.18000	1247.89000	0.00000	1027.91877	1027.91877	35095	37837
236	236	248940	446.820	1.206	1.00270638	-1	1849.150	1845.810	3413179.56150	52538.44390	0.01515947	2		71	71	71	1594.17000	1062.81000	0.00000	411.91170	411.91170	38839	39158
237	237	249939	449.817	2.997	1.00670740	-1	1849.100	1845.760	3412994.81600	52723.18940	0.01521278	2		70		70	1514.40500	1484.60000	0.00000	429.26595	372.96820	31547	38805
238	238	250948	452.844	3.027	1.00672940	-1	1849.060	1845.710	3412828.53260	52889.47280	0.01526075	2		72	72	72	857.51000	1816.32500	0.00000	735.90252	735.90252	23498	29180
239	239	251608	454.824	1.980	1.00437237	-1	1849.030	1845.680	3412717.69040	53000.31500	0.01529274	2		73	73	73	1608.38000	407.89750	0.00000	1596.08076	1596.08076	13482	14774
240	240	253384	460.152	5.328	1.01171442	-1	1848.950	1845.610	3412440.60950	53277.39590	0.01537269	2		74	74	74	1246.77500	1308.32000	0.00000	970.31894	970.31894	38709	39670
241	241	253811	461.433	1.281	1.00278386	-1	1848.930	1845.590	3412366.71870	53351.28670	0.01539401	2		75	75		1703.14000	1075.93500	0.00000	512.12479	512.12479	31444	31806
242	242	254211	462.633	1.200	1.00260059	-1	1848.910	1845.570	3412292.82870	53425.17670	0.01541533	2		76	76		659.19450	1277.82000	0.00000	1063.28724	1063.28724	23757	25673
243	243	254279	462.837	0.204	1.00044095	-1	1848.910	1845.570	3412292.82870	53425.17670	0.01541533	2		77	77	77	19.27420	289.29350	0.00000	1177.57489	1177.57489	2916	7241
244	244	255265	465.795	2.958	1.00639102	-1	1848.860	1845.530	3412126.59580	53591.40960	0.01546329	2		75			1687.91000	1074.95500	0.00000	1844.34526	15.26150	31932	39161
245	245	255627	466.881	1.086	1.00233150	-1	1848.850	1845.510	3412071.16350	53646.84190	0.01547929	2		76		76	710.23500	1000.20650	0.00000	980.52830	282.26652	20612	27433
246	246	255786	467.358	0.477	1.00102167	-1	1848.840	1845.510	3412052.70840	53665.29700	0.01548461	2		75		75	1391.26000	946.41200	0.00000	683.14632	323.30253	35505	38249
247	247	260973	482.919	15.561	1.03329567	-1	1848.610	1845.290	3411221.54690	54496.45850	0.01572444	2		78	78	78	271.78350	248.71450	0.00000	1319.09417	1319.09417	3063	6331
248	248	261700	485.100	2.181	1.00451629	-1	1848.580	1845.270	3411129.21660	54588.78880	0.01575108	2		79	79	79	1752.00500	76.97785	0.00000	1490.15072	1490.15072	13328	19542
249	249	265455	496.365	11.265	1.02322202	-1	1848.430	1845.120	3410575.16160	55142.84380	0.01591094	2		80	80	80	404.04400	507.30100	0.00000	1414.98299	1414.98299	4158	8099
250	250	265662	496.986	0.621	1.00125110	-1	1848.420	1845.110	3410538.22620	55179.77920	0.01592160	2		81	81		1819.86000	442.25650	0.00000	1417.30933	1417.30933	10212	13878
251	251	266019	498.057	1.071	1.00215499	-1	1848.400	1845.100	3410482.84000	55235.16540	0.01593758	2		82	82	82	1208.42500	390.37950	0.00000	613.63180	613.63180	12984	17338
252	252	267121	501.363	3.306	1.00663779	-1	1848.350	1845.060	3410316.65100	55401.35440	0.01598553	2		81		81	1714.05500	399.15450	0.00000	505.70614	114.24745	16780	19726
253	253	271836	515.508	14.145	1.02821309	-1	1848.150	1844.870	3409596.49050	56121.51490	0.01619333	2		83	83	83	396.46350	1104.46500	0.00000	1494.49331	1494.49331	26448	27099
254	254	277821	533.463	17.955	1.03482972	-1	1847.920	1844.650	3408765.62800	56952.37740	0.01643307	2		84	84		923.09550	981.69450	0.00000	540.75305	540.75305	21869	28378
255	255	278266	534.798	1.335	1.00250252	-1	1847.900	1844.630	3408691.77700	57026.22840	0.01645438	2		84			948.51700	1166.98000	0.00000	187.02131	187.02131	30924	34151
256	256	280533	541.599	6.801	1.01271695	-1	1847.820	1844.550	3408396.38100	57321.62440	0.01653961	2		84		84	1099.91500	1104.98000	0.00000	163.60121	163.60121	35042	38234
257	257	281628	544.884	3.285	1.00606537	-1	1847.780	1844.510	3408248.68780	57469.31760	0.01658223	2		86	86		1282.16000	1618.19500	0.00000	544.61259	544.61259	39215	39495
258	258	282717	548.151	3.267	1.00599577	-1	1847.730	1844.480	3408101.03040	57616.97500	0.01662483	2		86			1290.07000	1611.83500	0.00000	10.14976	10.14976	35828	38956
259	259	283515	550.545	2.394	1.00436741	-1	1847.700	1844.450	3407990.26500	57727.74040	0.01665679	2		85	85		555.27650	1014.08000	0.00000	947.22359	947.22359	25715	28818
260	260	284476	553.428	2.883	1.00523663	-1	1847.670	1844.410	3407861.02470	57856.98070	0.01669408	2		87	87		522.88600	609.56200	0.00000	405.81271	405.81271	127	3020
261	261	285077	555.231	1.803	1.00325788	-1	1847.640	1844.380	3407750.26320	57967.74220	0.01672604	2		87			786.96100	412.38050	0.00000	329.56964	329.56964	2882	9726
262	262	285181	555.543	0.312	1.00056193	-1	1847.640	1844.380	3407750.26320	57967.74220	0.01672604	2		85			611.81750	902.76900	0.00000	520.72654	124.84800	4049	5888
263	263	285191	555.573	0.030	1.00005400	-1	1847.640	1844.380	3407750.26320	57967.74220	0.01672604	2		86			972.95850	1743.04500	0.00000	914.59640	343.18474	30609	35593
264	264	286375	559.125	3.552	1.00639340	-1	1847.590	1844.330	3407565.66470	58152.34070	0.01677931	2		85		85	163.87800	940.14400	0.00000	1139.85143	398.32062	24461	29024
265	265	287391	562.173	3.048	1.00545137	-1	1847.560	1844.290	3407436.43240	58281.57300	0.01681659	2		87			770.23050	399.56150	0.00000	812.33786	21.07692	5643	9212
266	266	287712	563.136	0.963	1.00171300	-1	1847.550	1844.280	3407399.51400	58318.49140	0.01682725	2		86			982.67200	1749.87500	0.00000	1366.92280	11.87438	30866	37266
267	267	287847	563.541	0.405	1.00071919	-1	1847.540	1844.280	3407381.07120	58336.93420	0.01683257	2		87		87	945.35450	245.69400	0.00000	1504.64384	229.94106	13731	15803
268	268	288750	566.250	2.709	1.00480710	-1	1847.510	1844.240	3407251.84240	58466.16300	0.01686986	2		86		86	954.39100	1769.22000	0.00000	1523.55280	34.26433	34851	36179
